Using device: cpu
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
Scaler Factors outside function: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler loaded successfully.
Scaler Type: <class 'sklearn.preprocessing._data.MaxAbsScaler'>
Scaler Factors (scale_): [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Namespace(model='NN', model_id='MODELID', input_dim=2, hidden_dim=32, hidden_num=2, z0_dim=3, optimizer='adam', epochs=1000, batch_size=16, lr=0.0001, mu=1, max_subiter=500, eta=0.8, sigma=2, mu_safe=1000000000.0, dtype=32, dataset_type='cstr', dataset_path='./data.csv', val_ratio=0.2, job='train', runs=1, run=0)
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
train set size: 208, val set size: 68, test set size: 68
Dtypes after casting:
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
Start Training…
epoch: 00050 loss_train: 0.06023 loss_val: 0.06664 viol_train: 14.09065 viol_val: 13.51605
epoch: 00100 loss_train: 0.05149 loss_val: 0.06425 viol_train: 12.21762 viol_val: 14.47987
epoch: 00150 loss_train: 0.03924 loss_val: 0.03984 viol_train: 9.11986 viol_val: 11.47938
epoch: 00200 loss_train: 0.02654 loss_val: 0.03145 viol_train: 4.83903 viol_val: 4.87971
epoch: 00250 loss_train: 0.01783 loss_val: 0.02039 viol_train: 3.00621 viol_val: 4.92166
epoch: 00300 loss_train: 0.01305 loss_val: 0.01552 viol_train: 2.87429 viol_val: 3.36879
epoch: 00350 loss_train: 0.01032 loss_val: 0.01147 viol_train: 3.10768 viol_val: 4.00458
epoch: 00400 loss_train: 0.00823 loss_val: 0.00831 viol_train: 2.96342 viol_val: 2.62458
epoch: 00450 loss_train: 0.00661 loss_val: 0.00716 viol_train: 2.61789 viol_val: 2.18837
epoch: 00500 loss_train: 0.00528 loss_val: 0.00592 viol_train: 2.43675 viol_val: 2.22879
epoch: 00550 loss_train: 0.00416 loss_val: 0.00433 viol_train: 2.11982 viol_val: 1.84166
epoch: 00600 loss_train: 0.00323 loss_val: 0.00349 viol_train: 1.72597 viol_val: 1.35569
epoch: 00650 loss_train: 0.00242 loss_val: 0.00238 viol_train: 1.11876 viol_val: 0.97005
epoch: 00700 loss_train: 0.00180 loss_val: 0.00194 viol_train: 0.61464 viol_val: 0.57662
epoch: 00750 loss_train: 0.00134 loss_val: 0.00146 viol_train: 0.42828 viol_val: 0.32121
epoch: 00800 loss_train: 0.00102 loss_val: 0.00100 viol_train: 0.27797 viol_val: 0.33500
epoch: 00850 loss_train: 0.00077 loss_val: 0.00076 viol_train: 0.29322 viol_val: 0.56959
epoch: 00900 loss_train: 0.00055 loss_val: 0.00074 viol_train: 0.34088 viol_val: 0.42744
epoch: 00950 loss_train: 0.00041 loss_val: 0.00045 viol_train: 0.32299 viol_val: 0.52388
epoch: 01000 loss_train: 0.00033 loss_val: 0.00033 viol_train: 0.31312 viol_val: 0.46552
Training Finished!
