Using device: cpu
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
Scaler Factors outside function: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler loaded successfully.
Scaler Type: <class 'sklearn.preprocessing._data.MaxAbsScaler'>
Scaler Factors (scale_): [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Namespace(model='KKThPINN', model_id='MODELID', input_dim=2, hidden_dim=32, hidden_num=2, z0_dim=3, optimizer='adam', epochs=1000, batch_size=16, lr=0.0001, mu=1, max_subiter=500, eta=0.8, sigma=2, mu_safe=1000000000.0, dtype=32, dataset_type='cstr', dataset_path='./data.csv', val_ratio=0.2, job='train', runs=1, run=0)
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
train set size: 208, val set size: 68, test set size: 68
Dtypes after casting:
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
Start Training…
epoch: 00050 loss_train: 0.03370 loss_val: 0.03603 viol_train: 0.01906 viol_val: 0.04538
epoch: 00100 loss_train: 0.02728 loss_val: 0.02773 viol_train: 0.02740 viol_val: 0.01794
epoch: 00150 loss_train: 0.02006 loss_val: 0.02366 viol_train: 0.02624 viol_val: 0.01884
epoch: 00200 loss_train: 0.01460 loss_val: 0.01901 viol_train: 0.02773 viol_val: 0.02021
epoch: 00250 loss_train: 0.01087 loss_val: 0.01333 viol_train: 0.02863 viol_val: 0.02223
epoch: 00300 loss_train: 0.00834 loss_val: 0.00921 viol_train: 0.02879 viol_val: 0.02059
epoch: 00350 loss_train: 0.00678 loss_val: 0.00786 viol_train: 0.02816 viol_val: 0.02001
epoch: 00400 loss_train: 0.00567 loss_val: 0.00580 viol_train: 0.02701 viol_val: 0.02039
epoch: 00450 loss_train: 0.00469 loss_val: 0.00502 viol_train: 0.02552 viol_val: 0.01787
epoch: 00500 loss_train: 0.00381 loss_val: 0.00441 viol_train: 0.02381 viol_val: 0.01655
epoch: 00550 loss_train: 0.00298 loss_val: 0.00359 viol_train: 0.02205 viol_val: 0.01591
epoch: 00600 loss_train: 0.00221 loss_val: 0.00236 viol_train: 0.02007 viol_val: 0.01399
epoch: 00650 loss_train: 0.00162 loss_val: 0.00174 viol_train: 0.01801 viol_val: 0.01274
epoch: 00700 loss_train: 0.00118 loss_val: 0.00153 viol_train: 0.01589 viol_val: 0.01172
epoch: 00750 loss_train: 0.00085 loss_val: 0.00083 viol_train: 0.01410 viol_val: 0.01035
epoch: 00800 loss_train: 0.00069 loss_val: 0.00067 viol_train: 0.01240 viol_val: 0.00849
epoch: 00850 loss_train: 0.00060 loss_val: 0.00055 viol_train: 0.01080 viol_val: 0.02448
epoch: 00900 loss_train: 0.00052 loss_val: 0.00054 viol_train: 0.00926 viol_val: 0.00637
epoch: 00950 loss_train: 0.00044 loss_val: 0.00044 viol_train: 0.00805 viol_val: 0.00669
epoch: 01000 loss_train: 0.00040 loss_val: 0.00038 viol_train: 0.00674 viol_val: 0.00557
Training Finished!
