Using device: cpu
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
Scaler Factors outside function: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler loaded successfully.
Scaler Type: <class 'sklearn.preprocessing._data.MaxAbsScaler'>
Scaler Factors (scale_): [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Namespace(model='NN', model_id='MODELID', input_dim=2, hidden_dim=32, hidden_num=2, z0_dim=3, optimizer='adam', epochs=1000, batch_size=16, lr=0.0001, mu=1, max_subiter=500, eta=0.8, sigma=2, mu_safe=1000000000.0, dtype=32, dataset_type='cstr', dataset_path='./data.csv', val_ratio=0.2, job='train', runs=1, run=0)
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
train set size: 208, val set size: 68, test set size: 68
Dtypes after casting:
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
Start Training…
epoch: 00050 loss_train: 0.06747 loss_val: 0.07878 viol_train: 10.50197 viol_val: 10.18121
epoch: 00100 loss_train: 0.06117 loss_val: 0.07303 viol_train: 13.74638 viol_val: 15.49209
epoch: 00150 loss_train: 0.05499 loss_val: 0.06038 viol_train: 12.39548 viol_val: 14.24870
epoch: 00200 loss_train: 0.04630 loss_val: 0.05188 viol_train: 10.34707 viol_val: 13.56275
epoch: 00250 loss_train: 0.03600 loss_val: 0.04362 viol_train: 7.41903 viol_val: 8.02269
epoch: 00300 loss_train: 0.02610 loss_val: 0.02946 viol_train: 4.20536 viol_val: 5.40603
epoch: 00350 loss_train: 0.01921 loss_val: 0.02279 viol_train: 2.90419 viol_val: 3.59713
epoch: 00400 loss_train: 0.01536 loss_val: 0.01856 viol_train: 3.55609 viol_val: 4.52358
epoch: 00450 loss_train: 0.01320 loss_val: 0.01424 viol_train: 4.27840 viol_val: 6.51043
epoch: 00500 loss_train: 0.01175 loss_val: 0.01264 viol_train: 4.62343 viol_val: 5.89426
epoch: 00550 loss_train: 0.01056 loss_val: 0.01099 viol_train: 4.80105 viol_val: 4.51817
epoch: 00600 loss_train: 0.00950 loss_val: 0.00979 viol_train: 4.69056 viol_val: 4.81499
epoch: 00650 loss_train: 0.00851 loss_val: 0.00885 viol_train: 4.77295 viol_val: 6.05068
epoch: 00700 loss_train: 0.00733 loss_val: 0.00686 viol_train: 4.43025 viol_val: 4.18820
epoch: 00750 loss_train: 0.00617 loss_val: 0.00574 viol_train: 4.07888 viol_val: 3.95189
epoch: 00800 loss_train: 0.00510 loss_val: 0.00556 viol_train: 3.67816 viol_val: 3.33976
epoch: 00850 loss_train: 0.00409 loss_val: 0.00379 viol_train: 3.15750 viol_val: 2.81355
epoch: 00900 loss_train: 0.00319 loss_val: 0.00290 viol_train: 2.63662 viol_val: 2.54882
epoch: 00950 loss_train: 0.00244 loss_val: 0.00233 viol_train: 2.22965 viol_val: 2.43729
epoch: 01000 loss_train: 0.00183 loss_val: 0.00212 viol_train: 1.75413 viol_val: 2.02934
Training Finished!
