Using device: cpu
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
Scaler Factors outside function: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler loaded successfully.
Scaler Type: <class 'sklearn.preprocessing._data.MaxAbsScaler'>
Scaler Factors (scale_): [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Namespace(model='NN', model_id='MODELID', input_dim=2, hidden_dim=32, hidden_num=2, z0_dim=3, optimizer='adam', epochs=1000, batch_size=16, lr=0.0001, mu=1, max_subiter=500, eta=0.8, sigma=2, mu_safe=1000000000.0, dtype=32, dataset_type='cstr', dataset_path='./data.csv', val_ratio=0.2, job='train', runs=1, run=0)
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
train set size: 208, val set size: 68, test set size: 68
Dtypes after casting:
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
Start Training…
epoch: 00050 loss_train: 0.06369 loss_val: 0.06615 viol_train: 14.74161 viol_val: 16.34627
epoch: 00100 loss_train: 0.05123 loss_val: 0.05691 viol_train: 11.69414 viol_val: 11.10127
epoch: 00150 loss_train: 0.03676 loss_val: 0.04627 viol_train: 7.79507 viol_val: 7.51139
epoch: 00200 loss_train: 0.02576 loss_val: 0.03150 viol_train: 4.26466 viol_val: 4.43964
epoch: 00250 loss_train: 0.01914 loss_val: 0.02708 viol_train: 3.19731 viol_val: 4.76759
epoch: 00300 loss_train: 0.01461 loss_val: 0.01773 viol_train: 2.62553 viol_val: 3.11587
epoch: 00350 loss_train: 0.01132 loss_val: 0.01345 viol_train: 2.35589 viol_val: 3.72948
epoch: 00400 loss_train: 0.00893 loss_val: 0.01162 viol_train: 2.26409 viol_val: 2.40474
epoch: 00450 loss_train: 0.00699 loss_val: 0.00816 viol_train: 2.27007 viol_val: 3.94611
epoch: 00500 loss_train: 0.00553 loss_val: 0.00697 viol_train: 2.38558 viol_val: 2.09655
epoch: 00550 loss_train: 0.00451 loss_val: 0.00466 viol_train: 2.35420 viol_val: 1.96729
epoch: 00600 loss_train: 0.00366 loss_val: 0.00372 viol_train: 2.36422 viol_val: 2.21121
epoch: 00650 loss_train: 0.00307 loss_val: 0.00323 viol_train: 2.23560 viol_val: 2.71333
epoch: 00700 loss_train: 0.00252 loss_val: 0.00254 viol_train: 2.10303 viol_val: 1.96695
epoch: 00750 loss_train: 0.00211 loss_val: 0.00249 viol_train: 2.03675 viol_val: 2.47525
epoch: 00800 loss_train: 0.00179 loss_val: 0.00215 viol_train: 1.73992 viol_val: 2.17429
epoch: 00850 loss_train: 0.00153 loss_val: 0.00147 viol_train: 1.56688 viol_val: 1.23502
epoch: 00900 loss_train: 0.00130 loss_val: 0.00143 viol_train: 1.27964 viol_val: 1.40677
epoch: 00950 loss_train: 0.00114 loss_val: 0.00120 viol_train: 1.24329 viol_val: 0.95446
epoch: 01000 loss_train: 0.00105 loss_val: 0.00097 viol_train: 0.98514 viol_val: 0.80975
Training Finished!
