Using device: cpu
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
Scaler Factors outside function: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler loaded successfully.
Scaler Type: <class 'sklearn.preprocessing._data.MaxAbsScaler'>
Scaler Factors (scale_): [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Namespace(model='NN', model_id='MODELID', input_dim=2, hidden_dim=32, hidden_num=2, z0_dim=3, optimizer='adam', epochs=1000, batch_size=16, lr=0.0001, mu=1, max_subiter=500, eta=0.8, sigma=2, mu_safe=1000000000.0, dtype=32, dataset_type='cstr', dataset_path='./data.csv', val_ratio=0.2, job='train', runs=1, run=0)
Scaler Factors: [460.           1.20000005   1.19241403   1.98983454   1.95362956]
Scaler saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaler.pkl
Scaled dataset saved at /home/f25moham/CSTR/nonlinear/total/multi_PL/new1/scaled_data.csv
train set size: 208, val set size: 68, test set size: 68
Dtypes after casting:
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
[torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32, torch.float32]
Start Training…
epoch: 00050 loss_train: 0.04946 loss_val: 0.05554 viol_train: 10.97070 viol_val: 10.67837
epoch: 00100 loss_train: 0.02785 loss_val: 0.02783 viol_train: 5.22012 viol_val: 6.41866
epoch: 00150 loss_train: 0.01497 loss_val: 0.01632 viol_train: 2.64432 viol_val: 2.78963
epoch: 00200 loss_train: 0.00971 loss_val: 0.01083 viol_train: 2.91069 viol_val: 3.81393
epoch: 00250 loss_train: 0.00760 loss_val: 0.00814 viol_train: 3.52341 viol_val: 3.16677
epoch: 00300 loss_train: 0.00633 loss_val: 0.00701 viol_train: 3.73731 viol_val: 4.81392
epoch: 00350 loss_train: 0.00526 loss_val: 0.00594 viol_train: 3.47166 viol_val: 3.18506
epoch: 00400 loss_train: 0.00422 loss_val: 0.00410 viol_train: 3.26098 viol_val: 3.43546
epoch: 00450 loss_train: 0.00328 loss_val: 0.00321 viol_train: 2.73313 viol_val: 2.44870
epoch: 00500 loss_train: 0.00251 loss_val: 0.00231 viol_train: 2.41441 viol_val: 2.16046
epoch: 00550 loss_train: 0.00186 loss_val: 0.00177 viol_train: 1.96970 viol_val: 1.74044
epoch: 00600 loss_train: 0.00140 loss_val: 0.00147 viol_train: 1.49506 viol_val: 1.36191
epoch: 00650 loss_train: 0.00108 loss_val: 0.00112 viol_train: 1.18276 viol_val: 1.18014
epoch: 00700 loss_train: 0.00087 loss_val: 0.00085 viol_train: 0.88625 viol_val: 0.75607
epoch: 00750 loss_train: 0.00074 loss_val: 0.00075 viol_train: 0.73772 viol_val: 0.61662
epoch: 00800 loss_train: 0.00067 loss_val: 0.00065 viol_train: 0.54352 viol_val: 0.69209
epoch: 00850 loss_train: 0.00064 loss_val: 0.00065 viol_train: 0.54192 viol_val: 0.81724
epoch: 00900 loss_train: 0.00060 loss_val: 0.00066 viol_train: 0.43405 viol_val: 0.43180
epoch: 00950 loss_train: 0.00058 loss_val: 0.00073 viol_train: 0.36520 viol_val: 0.37814
epoch: 01000 loss_train: 0.00056 loss_val: 0.00050 viol_train: 0.30465 viol_val: 0.45535
Training Finished!
